Employee ID,Name,Department,City,Employment Date,Salary,Gender,Age,Performance Score,Projects Completed,Overtime Hours
b9be3c22-0823-44d0-a3a2-80ca9113554f,Jiya Dasgupta,Customer Support,Chennai,2015-06-22,57852.11,Male,58,7,19,31
0366bb30-82e9-464f-9c3a-e944e2ac5157,Saksham Chhabra,HR,Hyderabad,2022-09-06,102776.15,Female,51,10,5,11
e5fc451b-2433-43c8-91b7-6e45a0e58d91,Ehsaan Anne,Marketing,Kolkata,2014-06-19,72211.4,Female,31,8,12,10
2437850c-32b2-43e7-b2cd-bce6e94f80d3,Baiju Khurana,IT,Chennai,2015-10-28,105160.21,Male,42,4,17,42
94740444-a678-4505-9711-46892a2aa14b,Trisha Khalsa,Customer Support,Bangalore,2021-08-18,63105.69,Male,33,6,12,2
10d43efa-5e68-476d-996e-12dd7c16ca19,Indrajit Brahmbhatt,Operations,Mumbai,2017-10-23,115241.72,Male,27,8,1,3
2aae4a99-2d8c-45d5-a223-2e3b3d8c758d,Madhav Chad,Sales,Delhi,2016-12-25,118599.58,Female,53,8,5,41
143423b8-0dc8-4867-9e7f-aaa66060bb70,Miraya Sane,Customer Support,Bangalore,2015-08-17,71551.2,Female,43,10,10,23
99b3c51d-c82a-4ff8-a396-b82d48770361,Shaan Sankaran,Operations,Hyderabad,2022-06-03,55359.46,Female,33,1,18,18
e1a85903-279e-44f7-81e4-55bf942e7dee,Adira Rajagopal,Marketing,Bangalore,2015-12-26,64368.52,Female,42,8,4,13
e3a3b833-4c0c-42cd-b0d3-a44921e32230,Raghav Wable,Marketing,Hyderabad,2021-11-03,77471.38,Male,25,2,5,27
fc9e3547-9f5c-4338-8f70-c8b2f2cda2c0,Hiran Mall,HR,Pune,2024-03-25,116964.13,Female,22,5,4,16
4683283f-d2ef-46d3-ae71-df8b82b2a0cd,Samarth Vasa,HR,Chennai,2016-08-16,103520.21,Female,50,2,5,21
62e31a50-b8bc-4bc1-9ef4-bd127054a30f,Shaan Kapadia,Sales,Mumbai,2016-09-17,102113.33,Female,39,7,1,39
ef2eb1c4-6a15-498c-aba0-9ac16a6505ee,Faiyaz Bansal,Customer Support,Hyderabad,2023-01-08,42455.87,Male,35,4,13,48
3137b9e1-cc7d-448f-b3cd-c0a6c289e6fd,Rania Goel,HR,Delhi,2023-04-21,52500.29,Female,32,4,9,29
734feb73-e82b-4031-86b1-900b3efe700e,Nishith Khare,Marketing,Bangalore,2016-11-03,87706.11,Female,58,6,9,2
1a3e4654-b947-41f8-bfd5-3bd3e7136c39,Aniruddh Iyengar,Customer Support,Pune,2021-10-08,108670.53,Female,32,7,14,6
4c23d5a9-25c8-4766-860d-25e88f267121,Yakshit Dora,Marketing,Pune,2024-05-24,79908.67,Male,53,6,9,47
2b47a0e1-628f-4de8-a88f-ea0aee8bc376,Misha Ray,IT,Hyderabad,2018-03-11,39233.08,Female,27,9,20,3
557a0189-bc4f-40fa-946f-f38631646901,Manjari Kala,Marketing,Kolkata,2015-06-07,106130.3,Male,30,9,5,34
b5ab4098-16ea-4fda-8f9e-5f87f2c8c6b1,Dhruv Rastogi,Sales,Hyderabad,2023-12-23,106604.94,Male,49,1,3,11
7c63f2b8-1bcc-4cea-a7e5-45ca55b664b9,Arhaan Maharaj,Finance,Pune,2018-11-20,55655.67,Male,49,5,4,10
4628c158-cd48-4ab6-b695-6813189a295d,Reyansh Srinivas,IT,Delhi,2019-05-10,98680.51,Female,47,4,6,50
5e708f9a-f15e-4040-96b1-64a9283cb2ba,Zoya Dalal,IT,Chennai,2020-02-08,54551.22,Male,49,5,0,1
b66bedf9-8ada-423d-b506-6704cdb7a8fb,Elakshi Bassi,Sales,Mumbai,2019-12-06,111477.56,Male,52,2,19,31
faa83377-fedb-447e-9b39-3ae0c2b84c1e,Khushi Wali,Customer Support,Kolkata,2017-05-21,43261.38,Male,46,7,8,32
48440295-9b0f-4337-b7b5-cd6d94ec13b4,Romil Rajan,Customer Support,Delhi,2014-09-13,69372.53,Male,22,6,0,7
59bd034b-bf48-46ce-b879-1f782e1e93ff,Hrishita Dora,Sales,Hyderabad,2022-06-19,115177.19,Male,24,2,14,4
059c5300-bdb7-4656-8013-a1133b9d2665,Prisha Sridhar,HR,Delhi,2019-11-29,49983.42,Female,56,9,15,15
04407c05-b9aa-4881-baff-98a749e47d9b,Jivika Issac,IT,Bangalore,2023-09-28,70601.52,Female,34,3,15,46
26a68c21-065c-4134-a3e3-0dbdb30ceccb,Nitya Gopal,HR,Pune,2019-08-30,61462.66,Female,45,8,17,28
4eb1b789-d27a-43f8-8ecd-3490c00f75a2,Nirvi Ganesh,Marketing,Delhi,2015-08-15,32400.32,Male,22,6,0,37
d34a3ec8-ae22-4743-99f2-0257eaed6649,Vedika Dhar,IT,Mumbai,2017-11-28,34793.12,Female,42,6,19,37
eb98e5ea-f176-4608-9bb2-023af606d5b0,Manikya Krishna,IT,Mumbai,2018-10-03,75180.64,Male,55,4,15,20
3cff08da-9047-45cb-8831-6526b54782a9,Damini Aurora,Operations,Delhi,2021-06-20,51220.03,Male,34,10,7,26
d6b147a5-3db0-452f-b3aa-ae5492aa04d4,Amani Khosla,Finance,Pune,2023-12-10,119507.28,Female,23,5,6,12
16e3dc1e-d2f3-4b37-8064-b3013a82817f,Charvi Chokshi,Customer Support,Bangalore,2022-07-21,63742.14,Female,22,3,18,47
353adb9a-4428-4d96-bf43-fca2f6c9d8bd,Saanvi Dugar,IT,Kolkata,2017-05-05,32536.88,Male,37,4,15,43
299a7c9d-7d9a-41f1-802c-880b0e2a8137,Arhaan Yohannan,Customer Support,Hyderabad,2016-02-03,113774.33,Male,36,8,14,20
61caec88-d33f-4fc5-99b3-08323b38d2eb,Mishti Dhingra,Marketing,Pune,2019-05-10,105525.87,Female,44,4,13,14
2e12aba5-64f7-49b7-8440-bad4c3eda5f2,Dharmajan Desai,Customer Support,Kolkata,2022-05-26,88496.46,Female,41,4,14,49
ac53205e-3d36-4785-8d32-23a8ca3125e9,Vedika Subramaniam,HR,Bangalore,2024-03-16,101224.26,Female,30,4,2,7
25e393f2-24c3-47af-9791-6d41922c85e5,Yashvi Mangat,HR,Chennai,2024-05-18,42383.96,Male,28,5,19,20
bf373fc4-274c-412d-9cbd-7efd1710070b,Arhaan Rau,Operations,Mumbai,2017-08-01,55819.15,Male,46,4,19,14
a574841b-e0fe-434a-96a0-a5f1203a00d3,Rania Chakraborty,Finance,Chennai,2017-12-05,104678.54,Male,54,4,0,6
f6df12e3-ff36-4246-ac5c-f4e546541ee4,Kashvi Dhawan,Marketing,Hyderabad,2017-08-25,92646.48,Female,59,4,7,15
88ccec17-680f-418f-936d-605d31917f00,Rati Sen,HR,Bangalore,2017-04-03,42491.34,Male,41,4,17,47
870a8d0f-4b82-4a8f-8731-0a6a3666249f,Lagan Rastogi,Sales,Hyderabad,2023-09-09,93498.26,Male,32,10,8,26
1c8e8ecc-4f95-4ff1-8c8e-a3b6199a6d61,Priyansh Chacko,Marketing,Chennai,2022-12-22,70374.13,Male,26,6,19,12
12afb257-be04-4953-9aa1-2eebe5508ab6,Hridaan Warrior,Customer Support,Bangalore,2018-12-08,30472.61,Female,24,3,20,24
b9cedf1f-4ff9-47dd-b54d-107371e9c5d2,Lagan Amble,Marketing,Kolkata,2014-12-18,37130.32,Female,41,2,17,14
ee86c426-b233-40a3-a95f-86fa17295441,Aniruddh Manne,Finance,Kolkata,2016-01-16,53033.15,Male,40,2,6,4
8897f6df-8e6b-49e4-b558-e8b80e530e5d,Nehmat Singh,HR,Chennai,2016-03-24,105146.68,Female,51,2,1,30
1cc4fc1b-1aa0-4ac4-affb-f77f13d19db6,Trisha Shukla,Marketing,Chennai,2021-04-27,79392.38,Male,55,8,5,37
1a48ff06-16e1-4482-9d58-3e7963664255,Lavanya Atwal,Customer Support,Mumbai,2017-09-30,95451.13,Female,60,10,4,31
7b29b41f-ae08-4b12-af74-d726c0ed28bf,Yakshit Tailor,Operations,Kolkata,2015-12-13,77499.44,Female,55,1,1,3
e8b2aa0a-6436-48ac-add1-0daa0f98a46d,Renee Virk,Operations,Mumbai,2018-02-03,40006.82,Female,43,9,20,27
79b1cd48-b02a-41d2-94e9-aeee79d77560,Heer Saha,HR,Chennai,2022-08-17,55929.14,Female,49,1,11,9
a0badf43-7503-4ff9-8d08-23274927429c,Faiyaz Suresh,Operations,Hyderabad,2022-07-27,57103.61,Female,30,8,1,13
b5bae490-9030-4ddd-a11a-901ed9c1d236,Aarush Kulkarni,Sales,Bangalore,2020-06-07,34297.45,Male,43,6,4,39
65b572a4-2db6-436b-b249-12c2225a236f,Sara Sama,Finance,Kolkata,2018-12-20,67784.3,Female,53,10,1,29
fa7f0e5e-94f4-4def-a004-3405279607e3,Aayush Bhalla,Operations,Bangalore,2018-09-07,101450.92,Female,44,6,18,11
f4cd4520-3de8-49f7-a9b5-e541a398ad68,Faiyaz Kata,Operations,Mumbai,2022-03-18,71140.23,Female,34,8,19,24
d66ae91c-586c-4805-b748-9eac3d23f839,Divij Mandal,Sales,Mumbai,2017-07-15,39977.21,Male,32,10,9,23
02325d10-ad00-43c8-be57-ec802f5d2c90,Madhup Contractor,Finance,Delhi,2018-02-19,111463.22,Female,47,5,10,8
b3de0085-7b91-4b69-822f-2136191d1fb1,Charvi Baria,Marketing,Hyderabad,2018-01-18,83706.51,Male,23,8,2,29
33e6625f-1f36-4905-a72e-64f33821f403,Miraya Jha,Finance,Pune,2015-08-31,31479.18,Male,36,3,1,46
50d46c71-37e3-48a7-aaca-66d76092c567,Manikya Bhakta,IT,Pune,2024-04-23,76383.82,Female,36,9,3,12
bc34aaeb-72bc-435c-beb7-bd71def58166,Anaya Sagar,HR,Kolkata,2016-05-23,51774.43,Male,30,5,13,40
d6b8e607-ca35-45f6-bec0-99730fd6b863,Adah Chauhan,HR,Kolkata,2014-09-09,42921.92,Male,35,7,5,22
b09a15eb-b7a9-4a24-a98b-163ca86d4add,Nayantara Batta,IT,Mumbai,2018-01-11,68631.5,Female,23,4,5,17
169b81f8-2cd7-4849-a786-7ad1c9a81c9d,Madhup Bajaj,Sales,Pune,2018-04-01,85332.86,Male,59,10,9,12
acad98d6-c950-43f6-a3b3-10ece97ed6bd,Kiara Majumdar,IT,Hyderabad,2022-05-10,51650.78,Male,54,3,19,21
a1bfa549-e63f-477b-97fe-2468dbae3dc7,Seher Deep,Marketing,Pune,2016-08-01,67491.08,Female,32,1,19,8
09280713-ba76-48aa-9ce9-ea02158a1b3f,Vidur Chaudhuri,Marketing,Bangalore,2021-06-16,89793.42,Male,29,9,18,2
2b872ba6-27f2-4077-ad75-351371e393f8,Kavya Jhaveri,HR,Kolkata,2019-01-02,37705.26,Female,45,7,17,44
824481de-a49e-4c7e-904c-3669bc963a68,Tiya Biswas,Marketing,Mumbai,2019-09-01,117718.9,Female,24,8,5,36
450a02ea-a605-4c15-8643-31723d35df56,Kismat Setty,HR,Pune,2024-02-12,36091.14,Male,46,9,14,3
76b665c6-1258-4405-8117-6a51be3ee5da,Jivika Koshy,IT,Pune,2018-11-15,77345.35,Female,38,1,18,17
1ce1c5c5-323f-4a95-9f23-9bc6ae727bdc,Anahita Koshy,IT,Delhi,2019-10-24,75659.49,Female,56,9,11,8
7676cfc0-5ab5-4a6d-803e-d4829e2f2c71,Nishith Choudhry,Operations,Chennai,2023-10-31,118949.83,Male,25,6,1,7
675214b3-168c-4232-951c-91122ce53997,Samar Vasa,Operations,Kolkata,2021-06-03,79873.68,Female,60,7,2,29
ea3fd35a-dbe0-4385-88cb-4d1ced22883d,Vivaan Dutt,IT,Hyderabad,2022-06-03,65140.84,Male,25,3,9,29
98319376-f1bc-4fe1-ac40-7410e77fd534,Advika Vasa,HR,Chennai,2024-01-25,72312.16,Male,28,8,10,26
41a4b310-cda0-40db-866a-483eb680cb5d,Amira Ramachandran,IT,Bangalore,2018-08-07,87210.37,Female,23,2,11,10
64fb4bd3-4997-4f15-8c1a-00fccc93c7b0,Kiara Kala,IT,Delhi,2023-03-16,118293.55,Female,25,9,12,48
c08a238a-11e6-4a6f-857f-e1cc0c51ae18,Advika Vohra,Customer Support,Kolkata,2016-01-20,52828.52,Male,29,8,2,21
3f407452-dddf-4c38-bb6c-5b6cdff1415a,Bhavin Walia,Sales,Chennai,2022-09-13,31461.8,Male,48,6,13,14
c6b6ff27-d7de-4dde-a9de-c161d3b76ce7,Armaan Khanna,IT,Hyderabad,2016-12-14,100966.8,Female,50,1,17,18
9cadccf8-5603-492a-a335-94e7f2d050eb,Manikya Uppal,Marketing,Pune,2021-05-07,61032.22,Female,46,1,2,38
c1ac1add-34f2-4949-83e3-721ce6ad0c93,Aniruddh Deep,HR,Chennai,2022-09-24,95964.69,Male,29,4,9,10
23c73bef-74b1-4c10-be99-107efcba061c,Vedika Lad,Sales,Mumbai,2016-03-19,86543.13,Female,57,7,15,50
8f508e94-174f-4527-bf32-a4473e271d3c,Purab Bhatti,Operations,Chennai,2019-06-13,99435.12,Male,38,10,4,50
7f242903-52a7-4583-b175-b0b4a7237be1,Nehmat Chadha,Finance,Bangalore,2019-05-18,96166.83,Female,52,2,3,40
7424c981-39d9-4668-94fb-7c988331304f,Onkar Sachdeva,HR,Chennai,2018-02-02,59926.67,Male,31,6,8,39
d8badc5a-6f27-45d9-82cd-2a433f92ecf6,Ranbir Choudhury,Marketing,Bangalore,2017-10-21,33990.21,Male,35,6,10,10
06e4b104-b35b-4994-b738-2b867fc61623,Shayak Wason,HR,Bangalore,2021-03-20,79141.24,Female,22,10,16,36
0c7ccd7a-c630-484f-98cc-e429f29ca53f,Misha Chatterjee,Operations,Hyderabad,2015-07-19,103215.8,Female,41,5,13,35
5a987b15-af9a-4c31-906a-d2121313fd9b,Aaina Sandal,Marketing,Mumbai,2022-03-09,45758.02,Female,48,3,16,14
689af1d2-3bff-4750-9ccd-eaece6f819d9,Jayesh Anand,Marketing,Pune,2017-01-07,100122.83,Female,28,9,6,5
76665ba4-8a63-49c5-b0a8-89caaf5209e9,Jiya Chacko,Finance,Delhi,2021-08-25,71816.06,Female,55,5,6,26
c45b0b04-2b6b-4050-a427-b3f288e238ad,Shamik Karan,HR,Bangalore,2023-10-09,92585.03,Female,39,4,19,33
119546d8-5c4b-4ab2-9895-b4f78645d573,Ojas Raman,Customer Support,Chennai,2018-11-02,86856.23,Female,60,5,1,31
e4f0b780-b9d7-4795-94c8-f75040c0a3d7,Elakshi Chawla,Finance,Hyderabad,2016-06-12,103034.79,Male,30,8,3,13
52a962ca-6ae4-4e5c-a780-dbd23f3a13c5,Jayant Sandal,Customer Support,Chennai,2018-04-23,35679.05,Male,48,10,18,37
49bb43ee-e81f-40aa-990b-b7a200252594,Bhamini Atwal,Finance,Bangalore,2023-04-02,99857.14,Male,28,6,20,30
03adf08f-3c18-411c-bf7f-b4fb559d29d1,Krish Sehgal,HR,Hyderabad,2016-12-22,71191.16,Male,54,6,16,29
ba996035-2b1b-446c-9948-68ca6bf0eeac,Jayesh Dora,IT,Chennai,2015-08-04,56409.83,Female,29,3,2,17
1e6bf73f-a815-4215-a97b-544ec351d3f4,Aaryahi Jhaveri,IT,Pune,2018-04-14,33942.56,Male,40,8,15,0
4eb0fff5-1dd1-45fc-ae57-d45cffeb27b8,Vihaan Karan,Operations,Pune,2023-01-13,47952.29,Female,29,7,19,46
c36876b1-2a31-47f4-8a29-f7cb3f9075aa,Anay Sidhu,Finance,Kolkata,2019-08-25,33771.53,Male,28,4,9,27
6eb71797-5f5b-4280-bf99-512846a7167b,Priyansh Venkatesh,Sales,Mumbai,2019-02-19,114003.39,Female,53,7,13,47
cbd7857e-aeb1-4113-bfda-35a5b8ddab09,Sara Wable,Finance,Chennai,2019-05-20,76384.52,Male,34,6,19,15
b26a4835-e230-4ca0-96c5-822b74fc047c,Alia Bhardwaj,Finance,Mumbai,2016-07-18,119021.04,Female,60,6,10,15
eae4eff0-a428-407f-abd9-e87927df4309,Kanav Khosla,Finance,Bangalore,2021-08-17,78872.76,Female,34,7,8,20
93f377c3-d636-49f9-a412-b6770db8d345,Renee Bawa,Customer Support,Bangalore,2016-12-24,52798.24,Male,38,5,16,27
d51cf15e-1ce9-410f-9a75-690d147a36c2,Dishani Krishnamurthy,Operations,Bangalore,2022-07-28,97796.18,Male,55,8,18,37
e6e3e28d-9d25-4a69-9da0-aaa399d74659,Rohan Chauhan,IT,Mumbai,2017-07-28,47199.31,Female,34,3,19,14
d0c98556-359a-4a5f-8e81-76695e16a4d5,Vidur Gopal,Operations,Pune,2018-11-27,62127.68,Female,44,10,11,37
8e3d64e7-c50e-44b8-a53c-fe20e4656ce3,Azad Sura,Operations,Chennai,2018-08-10,100275.74,Male,48,3,4,9
547ef0bc-f6f4-47ef-92e9-396bedba1d61,Diya Deep,Operations,Pune,2014-08-10,107921.84,Female,40,10,19,36
344108a5-8574-474d-858b-6d53b7a0854f,Oorja Chadha,IT,Kolkata,2020-11-03,59873.22,Male,32,4,18,0
ad5fabb0-1afd-458d-ac02-dd90a849a6fd,Indrans Dora,IT,Pune,2023-01-11,41202.75,Female,24,2,15,26
8baa6362-3c91-49ea-b260-bf749c42224d,Tara Agarwal,Finance,Mumbai,2017-02-17,63121.73,Male,57,5,16,2
f8ff981e-3d7c-4bd1-af74-5b164bff35b4,Kanav Sachar,Operations,Hyderabad,2016-10-07,110053.79,Male,53,4,20,2
803c20aa-7310-4995-ae6a-ce2e9b1c3ac7,Romil Khatri,Sales,Pune,2018-03-02,96897.69,Female,35,9,15,30
4f53f9d9-c632-4a29-8f52-85b900a893bf,Akarsh Kota,Customer Support,Kolkata,2014-11-08,110517.37,Male,52,7,15,46
21585b18-5134-414f-ad47-323dcaf1ff4d,Anika Baral,Customer Support,Chennai,2023-01-29,64798.03,Female,43,7,5,49
ef00c469-f780-4e13-862d-6642c768e047,Seher Kothari,IT,Chennai,2016-03-09,117635.12,Female,37,4,19,32
0b986836-b4c7-44f7-ac3a-4c5116ba3b87,Jiya Mangal,HR,Mumbai,2023-12-22,74658.29,Female,22,3,7,2
4e6699ae-2265-460e-af97-9ea3f38d7a4e,Nakul Dutt,HR,Delhi,2020-09-28,74777.11,Male,22,3,9,27
979ad6f9-2aa0-4005-b631-e7ad758fcd41,Lagan Deshpande,HR,Kolkata,2024-03-30,113187.94,Female,27,8,6,33
7360cf09-56c1-446b-95be-2f9241a2cfc9,Akarsh Khanna,Marketing,Bangalore,2019-03-26,76734.83,Male,29,1,0,25
16515553-7652-4d9f-a073-9fe28bf65c2c,Prerak Chander,Finance,Kolkata,2023-03-22,102103.33,Male,58,3,3,30
f9c96b75-a231-402b-b6d2-849b8c412e0f,Aarna Barman,HR,Pune,2020-04-04,95437.32,Male,53,7,0,44
dda56d9d-1f06-4b48-ae36-fd98016fc4f1,Divit Sodhi,Finance,Chennai,2014-11-05,37103.43,Female,31,8,14,6
648b6e34-e747-46f8-a8ca-a008bbb2f533,Anya Bhatti,HR,Hyderabad,2020-11-30,84220.8,Female,27,3,20,28
0502c76b-cd62-4deb-9bc2-6d8963b0b740,Vedika Chakrabarti,Sales,Chennai,2017-02-19,104010.72,Male,54,9,3,31
15a51b7b-7954-43d1-969a-237ea2a3095a,Kartik Brar,Finance,Pune,2015-02-21,79092.7,Male,26,9,6,15
c94067f2-ef2a-468f-9f10-7f32fd6a595f,Khushi Randhawa,HR,Mumbai,2018-08-23,58909.03,Male,28,6,19,5
6c2f8fd4-7640-4e43-bf5c-0b647faa7ae0,Chirag Sankaran,Customer Support,Delhi,2019-09-09,37206.2,Male,38,8,13,35
90f606c7-ae7a-4d84-94e7-2bcbdf9e09f0,Nayantara Sibal,IT,Bangalore,2021-08-09,89482.73,Male,36,5,13,48
fcb60473-9b3c-48ae-a6b7-f6961e288745,Rohan Joshi,Finance,Kolkata,2019-06-10,57584.63,Female,51,5,1,0
bba94947-19e3-4cba-9a2b-0c871e89551b,Darshit Srivastava,Customer Support,Delhi,2020-06-09,84235.95,Female,40,9,10,44
2c71849c-c92e-4dfc-9175-98a2865e2671,Saanvi Ahluwalia,Customer Support,Bangalore,2023-06-17,68350.45,Male,38,10,11,46
8bad155c-1d92-42ef-b35a-24abf4315f98,Drishya Biswas,Customer Support,Chennai,2018-07-08,92078.83,Female,51,1,17,26
638fb1b8-536a-47cf-a4a5-ab925a667c69,Rasha Varkey,Marketing,Hyderabad,2016-09-10,61639.23,Female,25,7,20,13
1c8a74df-0fd2-42ce-8c4b-ba41c8938573,Shayak Dar,IT,Chennai,2019-12-30,33811.96,Female,28,2,6,8
0a869692-954d-4750-876d-b011caa087ec,Urvi Khatri,IT,Mumbai,2019-09-01,108303.35,Female,33,3,0,22
73e45d7d-6a6b-4487-952f-c2513222b232,Vihaan Kala,Operations,Mumbai,2022-04-14,61730.34,Male,24,1,20,18
34c08e23-9bb3-4462-ba37-cb79bed04b62,Mehul Kuruvilla,Marketing,Hyderabad,2023-04-09,119833.55,Male,40,4,6,15
0c5dc804-cd81-40c4-8d65-ba5cdfc20508,Ishita Reddy,Customer Support,Kolkata,2015-06-05,54709.98,Female,45,5,9,41
34a8376d-5392-4091-8137-651c62662a07,Divyansh Ganesan,IT,Pune,2019-08-25,118202.46,Male,42,8,8,5
58550265-fe04-4143-a156-4f86fcb3178f,Samiha Chand,IT,Delhi,2016-09-27,115311.39,Female,49,2,2,1
5acde2e0-2bbe-4073-9059-3817f0495c19,Riya Chada,Customer Support,Hyderabad,2024-05-15,36753.7,Male,29,8,9,30
b48944bb-f041-4c8c-8aa0-d75a78ce71e3,Jivika Comar,Customer Support,Delhi,2023-02-23,87376.13,Male,28,6,9,42
15309da5-48ab-4c6a-8011-0ad87ebd609c,Yuvaan Bhavsar,HR,Bangalore,2023-08-12,62698.0,Male,24,5,16,19
ca48000e-468b-40ad-85e1-7e47f77ef862,Hiran Sarraf,HR,Kolkata,2018-11-13,102098.64,Male,22,6,17,10
5e4d3398-96f2-49ee-8cd8-06d944744e8c,Jayan Anand,Finance,Mumbai,2014-08-07,91146.95,Female,30,6,10,45
8a76bef4-69b3-4c3d-9b29-69e7148b925f,Aarav Bajaj,Finance,Kolkata,2019-02-26,115751.05,Male,32,9,0,29
a29f305b-2bf9-48e5-a431-b01e1d86fec0,Vaibhav Buch,Finance,Chennai,2016-10-20,42850.15,Female,43,9,3,36
b9aad70a-102a-4ef3-b645-63afe67d7434,Samar Jayaraman,HR,Mumbai,2020-09-20,84681.56,Female,44,5,10,47
f5bc012e-1a84-493b-a953-457a9f15d9b0,Drishya Rajagopalan,Customer Support,Delhi,2017-07-21,100318.08,Male,50,6,10,37
d1c3205b-0147-4884-bde3-e31b24b32725,Armaan Hans,Finance,Pune,2021-08-02,33131.91,Female,39,1,12,1
032a66ce-41d2-435a-a4c5-e85ac4d32ccf,Saanvi Sundaram,IT,Mumbai,2024-03-08,36051.0,Female,27,7,18,29
606426eb-3076-4815-9eed-fb85933256eb,Samaira Kade,HR,Chennai,2023-04-16,100066.38,Female,45,2,19,29
8ae6f5ce-42ea-449a-aaa1-5ede659cf299,Lakshay Warrior,Finance,Mumbai,2021-10-05,62969.56,Female,43,6,0,49
87e33d27-e259-42bb-ab59-53d31d740dd7,Tiya Shenoy,IT,Hyderabad,2023-03-14,64456.9,Male,33,10,5,8
cd2f9147-147e-4051-8fc3-409897a007b1,Tiya Sachdeva,Finance,Pune,2018-09-20,81052.02,Male,29,4,6,45
34421ff5-7bbb-4da2-873c-37fd9dad9825,Sahil Varkey,Sales,Delhi,2019-01-21,84458.53,Female,47,10,10,25
841e1861-ecf7-490d-bb0a-6526f19b9ddf,Oorja Barman,Customer Support,Chennai,2014-07-14,91115.59,Female,47,10,10,11
558c32f6-2ccb-4dab-82f3-3014b2c0672c,Biju Ghose,Customer Support,Hyderabad,2023-05-09,115394.12,Female,51,9,15,50
a5d6de94-d618-4214-ad17-b8a59826efa0,Nitara Lal,Finance,Bangalore,2018-03-16,63481.2,Female,39,3,15,23
2915a303-f59d-426e-8512-4d7b85b43941,Neelofar Kapadia,Sales,Kolkata,2021-05-05,98677.6,Female,46,5,1,40
1e27073c-afee-49d6-aa15-a889abd8aa20,Madhav Vyas,Finance,Hyderabad,2014-07-12,81652.96,Female,52,6,20,29
eef4e6cf-8a0e-4905-843f-418286b44723,Shanaya Borra,Operations,Bangalore,2015-02-07,77651.39,Male,48,6,4,45
1c53b9b8-f306-41d0-87c1-a93becf6172b,Suhana Datta,Operations,Chennai,2016-11-01,65823.06,Male,32,9,15,40
9d33e496-eb52-44ee-9ab3-d0fbd1c24e31,Jiya Kar,Customer Support,Pune,2018-02-26,88460.47,Female,29,8,4,0
dac73e0d-278e-45f6-b67c-4b34cd3b656d,Myra Mann,Marketing,Chennai,2020-02-22,52465.05,Female,30,8,20,40
8e468e87-950c-4827-9e22-ea38e5cceb68,Ojas Anne,Operations,Chennai,2020-06-15,40210.38,Male,25,2,14,4
278d3cf0-d877-4f64-8ea3-68aa7868b994,Vardaniya Handa,Operations,Delhi,2020-01-27,96210.74,Female,32,7,17,24
639ccb29-831b-4000-8624-b5aabc341518,Suhana Soman,Finance,Chennai,2023-12-17,74913.96,Male,28,10,10,44
a4963fc5-672f-402c-a1a5-5f8b6c2fc3b6,Stuvan Sastry,HR,Kolkata,2018-02-05,64828.86,Female,48,5,14,21
494d6b63-448c-48bc-a399-cacd79b0847b,Indranil Som,HR,Delhi,2019-11-26,80550.54,Male,59,8,13,33
ef6f707e-4648-4766-a211-d5db312c6525,Rohan Kalita,Sales,Chennai,2017-09-09,53559.9,Female,52,3,1,2
d904686c-3eb0-4e86-b2bd-d4e9116971d6,Piya Dewan,HR,Delhi,2018-01-01,53426.08,Female,58,3,16,18
f63a91b3-52c4-49ec-8c1e-6719855aa5eb,Arhaan Dugar,IT,Kolkata,2016-01-16,70164.58,Female,50,6,9,27
e208af10-5990-4248-872e-98265fa171ff,Darshit Kade,Marketing,Kolkata,2019-05-29,119672.86,Female,33,7,18,48
660f9e7a-aef9-492c-95c4-14302118d8b2,Biju Chakraborty,Operations,Hyderabad,2017-09-02,55701.92,Female,46,10,10,17
0e5403f1-4c00-4b1e-9a6a-4262780df65c,Shayak Srinivas,Marketing,Delhi,2018-07-03,112483.1,Male,44,10,17,44
06d10114-5f10-48f8-928d-38c57d3b4ba5,Pari Ahuja,IT,Pune,2021-01-15,74208.02,Female,23,7,17,39
987e25d3-f306-45cb-b79b-78a04a452228,Onkar Ahluwalia,Operations,Mumbai,2016-09-04,41037.37,Female,30,2,0,34
2bbf4277-d988-4c8c-9abd-ad23a8bf14ff,Chirag Seth,Sales,Bangalore,2016-11-23,106754.37,Male,52,2,6,36
f728de78-4e0c-4fb6-914c-28348908e008,Ojas Bhatia,IT,Pune,2023-01-13,70683.84,Male,53,3,18,50
6c147da5-103b-4598-86c7-80c02369d2ea,Alisha Bhatia,IT,Pune,2022-10-05,110881.11,Male,29,6,10,13
a8a4e6e8-7484-45ce-8796-a42d6a1b6bb8,Oorja Deshmukh,Marketing,Pune,2020-04-23,70060.01,Female,48,4,11,50
0c3c41be-2a6e-4220-97a9-606aa6b480f0,Hrishita Biswas,Finance,Chennai,2019-03-01,37901.17,Male,50,6,2,43
f2e10b98-82c4-414b-ad59-ace155e3cdf0,Ira Salvi,Marketing,Bangalore,2020-10-31,91373.63,Male,24,6,4,5
08c9925a-be42-45e6-b4f4-31a8c48b7f8b,Nehmat Chad,Customer Support,Pune,2022-12-22,106096.91,Male,26,5,8,39
e8a4acf7-5f2a-4199-b57a-1f890a8735f3,Faiyaz Ahluwalia,Marketing,Kolkata,2020-02-15,58762.9,Female,38,5,0,21
27f5a0aa-9d70-47d2-a59c-1e1642d0b39c,Tushar Dewan,HR,Bangalore,2015-02-20,61268.28,Female,42,10,10,47
